radius_inlet	radius_outlet	metal_angle_inlet	metal_angle_outlet	bld_thick_inlet	bld_thick_outlet	chord_axial	stagger
0.086263	0.086265	0.635229	0.009534	0.000583	0.000589	0.030532	0.275155
0.086266	0.086268	0.635187	0.009004	0.000583	0.000589	0.030532	0.275164
0.086275	0.086277	0.634951	0.009269	0.000583	0.000589	0.030532	0.275192
0.086306	0.086308	0.635035	0.009534	0.000583	0.000589	0.030533	0.275284
0.086403	0.086405	0.634211	0.010055	0.000583	0.000589	0.030535	0.275574
0.086715	0.086717	0.630895	0.010829	0.000584	0.000589	0.030543	0.276491
0.087714	0.087716	0.623721	0.014183	0.000584	0.000589	0.030567	0.279412
0.088714	0.088715	0.617417	0.017785	0.000584	0.000589	0.030590	0.282316
0.089714	0.089715	0.614821	0.021356	0.000585	0.000589	0.030613	0.285205
0.090714	0.090716	0.614071	0.024670	0.000585	0.000589	0.030635	0.288078
0.091715	0.091717	0.615719	0.028231	0.000585	0.000589	0.030657	0.290929
0.092716	0.092718	0.616703	0.031022	0.000585	0.000589	0.030678	0.293750
0.093718	0.093720	0.617942	0.034336	0.000585	0.000589	0.030700	0.296542
0.094720	0.094722	0.619032	0.037650	0.000585	0.000589	0.030721	0.299304
0.095723	0.095724	0.620141	0.041214	0.000586	0.000589	0.030742	0.302037
0.096726	0.096727	0.621944	0.043775	0.000586	0.000589	0.030762	0.304741
0.097729	0.097730	0.624190	0.046616	0.000586	0.000589	0.030782	0.307415
0.098733	0.098734	0.624735	0.049727	0.000586	0.000589	0.030802	0.310050
0.099736	0.099738	0.624829	0.052380	0.000586	0.000589	0.030823	0.312647
0.100741	0.100742	0.625815	0.055241	0.000587	0.000589	0.030843	0.315207
0.101745	0.101746	0.627629	0.058119	0.000587	0.000589	0.030863	0.317729
0.102750	0.102751	0.628925	0.060759	0.000587	0.000589	0.030883	0.320210
0.103754	0.103756	0.630891	0.063354	0.000587	0.000589	0.030904	0.322648
0.104760	0.104761	0.632163	0.065657	0.000587	0.000589	0.030925	0.325043
0.105765	0.105766	0.633054	0.068235	0.000588	0.000589	0.030946	0.327396
0.106770	0.106771	0.634225	0.070977	0.000588	0.000589	0.030967	0.329707
0.107776	0.107777	0.635185	0.073511	0.000588	0.000590	0.030988	0.331979
0.108782	0.108783	0.635747	0.075726	0.000588	0.000590	0.031010	0.334212
0.109788	0.109789	0.637508	0.077915	0.000588	0.000590	0.031031	0.336406
0.110794	0.110795	0.639559	0.080586	0.000589	0.000590	0.031053	0.338562
0.111800	0.111801	0.641321	0.082759	0.000589	0.000590	0.031074	0.340678
0.112806	0.112807	0.643435	0.085091	0.000589	0.000590	0.031096	0.342755
0.113813	0.113814	0.645031	0.086904	0.000589	0.000590	0.031118	0.344792
0.114819	0.114820	0.646316	0.089235	0.000589	0.000590	0.031140	0.346790
0.115826	0.115827	0.648025	0.090935	0.000589	0.000590	0.031163	0.348750
0.116833	0.116833	0.649639	0.092943	0.000590	0.000590	0.031185	0.350671
0.117839	0.117840	0.652356	0.094868	0.000590	0.000590	0.031208	0.352555
0.118846	0.118847	0.654610	0.096956	0.000590	0.000590	0.031230	0.354401
0.119853	0.119853	0.656232	0.099098	0.000590	0.000590	0.031253	0.356207
0.120860	0.120860	0.656629	0.100631	0.000590	0.000590	0.031276	0.357970
0.121867	0.121867	0.657218	0.102591	0.000590	0.000590	0.031300	0.359690
0.122874	0.122874	0.656300	0.104337	0.000591	0.000590	0.031324	0.361367
0.123880	0.123881	0.659211	0.106258	0.000591	0.000590	0.031347	0.362993
