radius_inlet	radius_outlet	metal_angle_inlet	metal_angle_outlet	bld_thick_inlet	bld_thick_outlet	chord_axial	stagger
0.124186	0.124870	41.701357	-0.029557	0.000601	0.000762	0.034585	17.960187
0.124189	0.124873	41.708446	-0.059113	0.000601	0.000762	0.034585	17.960188
0.124198	0.124882	41.714764	-0.044324	0.000601	0.000762	0.034585	17.960196
0.124222	0.124906	41.702130	-0.044335	0.000601	0.000762	0.034585	17.960217
0.124290	0.124974	41.696588	-0.014790	0.000601	0.000762	0.034585	17.960286
0.124483	0.125166	41.705987	-0.014797	0.000601	0.000762	0.034585	17.960493
0.125029	0.125709	41.681445	-0.014843	0.000601	0.000762	0.034585	17.961117
0.125576	0.126252	41.667957	0.000000	0.000601	0.000762	0.034586	17.961749
0.126123	0.126795	41.670903	0.014909	0.000601	0.000762	0.034586	17.962378
0.126669	0.127339	41.636642	0.029904	0.000601	0.000762	0.034586	17.962960
0.127216	0.127882	41.628139	0.044938	0.000601	0.000762	0.034586	17.963496
0.127763	0.128425	41.588190	0.029974	0.000601	0.000762	0.034586	17.963970
0.128309	0.128968	41.568828	0.059886	0.000601	0.000762	0.034586	17.964401
0.128856	0.129512	41.545902	0.044797	0.000601	0.000762	0.034586	17.964812
0.129403	0.130055	41.511226	0.029741	0.000601	0.000762	0.034586	17.965242
0.129950	0.130598	41.498573	0.000000	0.000601	0.000762	0.034586	17.965697
0.130496	0.131141	41.510126	-0.014669	0.000601	0.000762	0.034586	17.966202
0.131043	0.131684	41.546905	-0.072655	0.000601	0.000762	0.034586	17.966752
0.131590	0.132228	41.541311	-0.100594	0.000601	0.000762	0.034586	17.967309
0.132137	0.132771	41.609374	-0.141962	0.000601	0.000762	0.034586	17.967793
0.132683	0.133314	41.607852	-0.182291	0.000601	0.000762	0.034586	17.968180
0.133230	0.133857	41.603985	-0.222183	0.000601	0.000762	0.034586	17.968544
0.133777	0.134401	41.646408	-0.248032	0.000601	0.000762	0.034586	17.969024
0.134324	0.134944	41.705571	-0.260371	0.000601	0.000762	0.034585	17.969618
0.134870	0.135487	41.790755	-0.286613	0.000601	0.000762	0.034585	17.970244
0.135417	0.136030	41.862309	-0.258947	0.000601	0.000762	0.034585	17.970798
0.135964	0.136573	41.890435	-0.272835	0.000601	0.000762	0.034585	17.971271
0.136511	0.137117	41.963144	-0.246255	0.000601	0.000762	0.034585	17.971746
0.137058	0.137660	42.056103	-0.233579	0.000601	0.000762	0.034585	17.972280
0.137605	0.138203	42.143851	-0.207192	0.000601	0.000762	0.034585	17.972863
0.138151	0.138746	42.164321	-0.180218	0.000601	0.000762	0.034585	17.973373
0.138698	0.139289	42.209239	-0.166840	0.000601	0.000762	0.034585	17.973769
0.139245	0.139833	42.225488	-0.153234	0.000601	0.000762	0.034585	17.974034
0.139792	0.140376	42.244432	-0.153346	0.000601	0.000762	0.034585	17.974256
0.140339	0.140919	42.234206	-0.167286	0.000601	0.000762	0.034586	17.974459
0.140886	0.141462	42.240488	-0.180963	0.000601	0.000762	0.034586	17.974623
0.141432	0.142005	42.221748	-0.236127	0.000601	0.000762	0.034586	17.974750
0.141979	0.142548	42.191515	-0.249231	0.000601	0.000762	0.034586	17.974837
0.142526	0.143092	42.174042	-0.275856	0.000601	0.000762	0.034586	17.974913
0.143073	0.143635	42.159486	-0.288468	0.000601	0.000762	0.034586	17.975064
0.143620	0.144178	42.126821	-0.301050	0.000601	0.000762	0.034586	17.975303
0.144167	0.144721	42.142951	-0.286068	0.000601	0.000762	0.034585	17.975626
0.144713	0.145264	42.071204	-0.298131	0.000601	0.000762	0.034585	17.975925
0.145260	0.145807	42.079891	-0.256265	0.000601	0.000762	0.034585	17.976239
0.145807	0.146351	42.046489	-0.228055	0.000601	0.000762	0.034585	17.976559
0.146354	0.146894	42.014907	-0.226570	0.000601	0.000762	0.034586	17.976887
0.146901	0.147437	41.982388	-0.172178	0.000601	0.000762	0.034586	17.977215
0.147447	0.147980	41.953556	-0.157912	0.000601	0.000762	0.034586	17.977518
0.147994	0.148523	41.921425	-0.130693	0.000601	0.000762	0.034586	17.977771
