radius_inlet	radius_outlet	metal_angle_inlet	metal_angle_outlet	bld_thick_inlet	bld_thick_outlet
0.143811	0.143563	-50.740521	-35.517136	0.000614	0.000597
0.144186	0.143902	-50.792796	-35.693194	0.000613	0.000597
0.144561	0.144240	-50.840051	-35.886844	0.000613	0.000598
0.144935	0.144579	-50.933341	-36.053371	0.000613	0.000598
0.145310	0.144917	-50.980600	-36.196694	0.000613	0.000598
0.145685	0.145256	-51.038004	-36.386400	0.000613	0.000598
0.146059	0.145595	-51.120004	-36.557601	0.000613	0.000598
0.146434	0.145934	-51.201243	-36.731479	0.000613	0.000598
0.146809	0.146273	-51.277893	-36.969727	0.000613	0.000598
0.147183	0.146612	-51.357280	-37.153697	0.000613	0.000598
0.147558	0.146952	-51.439521	-37.350361	0.000613	0.000598
0.147933	0.147291	-51.520789	-37.521398	0.000613	0.000598
0.148307	0.147631	-51.600994	-37.670347	0.000613	0.000599
0.148682	0.147970	-51.654862	-37.862227	0.000612	0.000599
0.149056	0.148310	-51.724813	-38.033137	0.000612	0.000599
0.149431	0.148650	-51.833619	-38.221865	0.000612	0.000599
0.149805	0.148990	-51.888913	-38.421563	0.000612	0.000599
0.150180	0.149330	-51.971229	-38.558031	0.000612	0.000599
0.150554	0.149670	-52.028642	-38.761482	0.000612	0.000599
0.150929	0.150010	-52.110374	-38.905032	0.000612	0.000599
0.151303	0.150351	-52.174831	-39.101794	0.000612	0.000599
0.151678	0.150691	-52.234320	-39.215262	0.000612	0.000599
0.152052	0.151032	-52.312803	-39.431465	0.000612	0.000599
0.152427	0.151372	-52.377014	-39.594957	0.000612	0.000600
0.152801	0.151713	-52.444274	-39.729157	0.000612	0.000600
0.153175	0.152054	-52.493656	-39.953781	0.000612	0.000600
0.153550	0.152395	-52.564737	-40.120298	0.000612	0.000600
0.153924	0.152736	-52.618427	-40.277491	0.000612	0.000600
0.154299	0.153077	-52.694012	-40.469314	0.000612	0.000600
0.154673	0.153419	-52.778516	-40.661083	0.000612	0.000600
0.155047	0.153760	-52.863814	-40.810469	0.000612	0.000600
0.155422	0.154102	-52.919909	-40.968723	0.000612	0.000600
0.155796	0.154443	-52.982087	-41.124095	0.000612	0.000600
0.156170	0.154785	-53.053051	-41.279754	0.000612	0.000600
0.156544	0.155127	-53.110773	-41.472123	0.000611	0.000601
0.156919	0.155469	-53.191082	-41.622292	0.000611	0.000601
0.157293	0.155811	-53.271999	-41.761655	0.000611	0.000601
0.157667	0.156153	-53.328512	-41.896207	0.000611	0.000601
0.158042	0.156495	-53.421881	-42.050460	0.000611	0.000601
0.158416	0.156838	-53.482470	-42.168998	0.000611	0.000601
0.158790	0.157180	-53.580260	-42.340368	0.000611	0.000601
0.159164	0.157523	-53.636754	-42.496728	0.000611	0.000601
0.159538	0.157865	-53.716923	-42.634753	0.000611	0.000601
0.159913	0.158208	-53.788679	-42.812345	0.000611	0.000601
0.160287	0.158551	-53.864253	-42.949365	0.000611	0.000601
0.160661	0.158894	-53.954487	-43.127302	0.000611	0.000601
0.161035	0.159237	-54.045497	-43.296719	0.000611	0.000601
0.161409	0.159580	-54.113574	-43.475563	0.000611	0.000601
0.161783	0.159923	-54.233727	-43.655276	0.000610	0.000601
0.162157	0.160267	-54.316845	-43.811360	0.000610	0.000602
0.162531	0.160610	-54.385093	-43.980260	0.000610	0.000602
0.162906	0.160953	-54.474368	-44.137177	0.000610	0.000602
0.163280	0.161297	-54.553879	-44.270708	0.000610	0.000602
0.163654	0.161641	-54.627319	-44.431265	0.000610	0.000602
0.164028	0.161985	-54.695925	-44.554897	0.000610	0.000602
0.164402	0.162329	-54.749149	-44.690564	0.000610	0.000602
0.164776	0.162673	-54.794769	-44.751538	0.000610	0.000602
0.165123	0.162992	-54.843190	-44.774723	0.000610	0.000602
0.165444	0.163289	-54.834135	-44.836190	0.000610	0.000602
0.165743	0.163564	-55.288416	-44.949138	0.000610	0.000602
0.166019	0.163820	-55.109464	-45.251558	0.000610	0.000603
0.166276	0.164057	-55.335070	-45.440825	0.000610	0.000603
0.166514	0.164277	-55.623038	-45.750335	0.000610	0.000603
0.166734	0.164482	-55.996582	-46.133402	0.000610	0.000603
0.166939	0.164672	-56.560131	-46.367883	0.000610	0.000603
0.167128	0.164848	-57.156023	-46.184852	0.000610	0.000603
0.167304	0.165012	-58.047942	-45.759743	0.000610	0.000603
0.167467	0.165165	-58.879088	-45.199636	0.000610	0.000603
0.167618	0.165306	-62.891088	-44.399542	0.000610	0.000603
0.167758	0.165438	-60.851522	-43.472798	0.000610	0.000602
0.167888	0.165560	-61.854482	-42.498148	0.000610	0.000602
0.168009	0.165673	-62.508016	-41.730903	0.000610	0.000602
0.168121	0.165779	-63.061827	-41.051503	0.000610	0.000603
0.168224	0.165876	-63.363913	-40.634021	0.000611	0.000603
0.168321	0.165967	-63.598885	-40.251655	0.000611	0.000603
0.168410	0.166051	-63.723954	-40.077252	0.000611	0.000603
0.168493	0.166129	-63.766554	-39.960946	0.000611	0.000603
0.168569	0.166201	-63.746054	-39.952129	0.000611	0.000603
0.168640	0.166268	-63.684376	-39.995013	0.000610	0.000603
0.168706	0.166330	-63.621918	-40.123251	0.000610	0.000603
0.168768	0.166388	-63.580317	-40.232519	0.000610	0.000603
0.168824	0.166442	-63.559527	-40.249813	0.000610	0.000603
0.168877	0.166492	-63.549187	-40.354635	0.000610	0.000603
0.168926	0.166538	-63.466195	-40.329870	0.000610	0.000603
0.168971	0.166581	-63.476748	-40.343446	0.000610	0.000603
0.169013	0.166621	-63.476862	-40.442581	0.000610	0.000603
0.169052	0.166658	-63.445448	-40.446232	0.000610	0.000603
0.169088	0.166692	-63.477016	-40.513147	0.000610	0.000603
0.169121	0.166724	-63.456017	-40.513147	0.000610	0.000603
0.169152	0.166753	-63.456037	-40.498716	0.000610	0.000603
0.169181	0.166781	-63.466598	-40.569470	0.000610	0.000603
0.169208	0.166806	-63.466627	-40.562335	0.000610	0.000603
0.169233	0.166830	-63.477171	-40.530690	0.000610	0.000603
0.169256	0.166852	-63.456056	-40.544095	0.000610	0.000603
0.169277	0.166873	-63.466598	-40.569302	0.000610	0.000603
0.169297	0.166891	-63.508486	-40.583671	0.000610	0.000603
0.169315	0.166909	-63.497946	-40.587207	0.000610	0.000603
0.169332	0.166925	-63.508418	-40.590737	0.000610	0.000603
0.169348	0.166941	-63.519037	-40.583671	0.000610	0.000603
0.169362	0.166955	-63.518806	-40.597781	0.000610	0.000603
0.169376	0.166968	-63.466424	-40.601295	0.000610	0.000603
0.169388	0.166980	-63.508351	-40.576581	0.000610	0.000603
0.169400	0.166991	-63.518883	-40.590682	0.000610	0.000603
0.169411	0.167001	-63.508351	-40.566090	0.000610	0.000603
0.169421	0.167011	-63.518806	-40.639776	0.000610	0.000603
0.169430	0.167020	-63.550232	-40.580129	0.000610	0.000603
0.169439	0.167029	-63.550232	-40.650155	0.000610	0.000603
0.169447	0.167036	-63.550232	-40.650155	0.000610	0.000603
0.169454	0.167043	-63.529254	-40.580239	0.000610	0.000603
0.169461	0.167050	-63.550232	-40.594225	0.000610	0.000603
0.169467	0.167056	-63.560666	-40.632995	0.000610	0.000603
0.169473	0.167062	-63.550232	-40.664570	0.000610	0.000603
0.169479	0.167067	-63.571217	-40.646937	0.000610	0.000603
0.169484	0.167072	-63.550232	-40.689145	0.000610	0.000603
0.169488	0.167077	-63.571217	-40.657629	0.000610	0.000603
0.169493	0.167081	-63.550127	-40.640180	0.000610	0.000603
0.169497	0.167085	-63.539790	-40.650926	0.000610	0.000603
0.169501	0.167089	-63.560781	-40.633329	0.000610	0.000603
0.169504	0.167092	-63.560666	-40.619055	0.000610	0.000603
0.169507	0.167096	-63.539694	-40.626120	0.000610	0.000603
0.169510	0.167099	-63.550232	-40.633161	0.000610	0.000603
0.169513	0.167102	-63.581646	-40.633161	0.000610	0.000603
0.169517	0.167105	-63.592067	-40.640180	0.000610	0.000603
0.169521	0.167109	-63.560666	-40.619055	0.000610	0.000603
0.169525	0.167114	-63.560666	-40.654151	0.000610	0.000603
0.169530	0.167120	-63.592067	-40.622479	0.000610	0.000603
0.169537	0.167126	-63.581512	-40.629793	0.000610	0.000603
0.169544	0.167134	-63.592067	-40.693547	0.000610	0.000603
0.169552	0.167142	-63.613048	-40.686588	0.000610	0.000603
0.169561	0.167153	-63.591780	-40.626251	0.000610	0.000603
0.169572	0.167165	-63.603249	-40.644130	0.000611	0.000603
0.169585	0.167179	-63.602480	-40.693547	0.000611	0.000603
0.169600	0.167195	-63.623974	-40.679606	0.000611	0.000603
0.169617	0.167214	-63.601870	-40.676505	0.000611	0.000603
0.169637	0.167236	-63.666064	-40.712008	0.000611	0.000603
0.169660	0.167262	-63.634402	-40.712008	0.000611	0.000603
0.169686	0.167292	-63.656045	-40.719585	0.000611	0.000603
0.169713	0.167322	-63.645015	-40.683534	0.000611	0.000603
0.169736	0.167348	-63.717553	-40.733493	0.000611	0.000603
0.169755	0.167370	-63.706937	-40.662378	0.000611	0.000603
0.169773	0.167389	-63.761928	-40.615743	0.000611	0.000603
0.169787	0.167405	-63.717553	-40.626384	0.000611	0.000603
0.169800	0.167419	-63.720421	-40.651188	0.000611	0.000603
0.169811	0.167431	-63.763136	-40.594188	0.000611	0.000603
0.169821	0.167441	-63.752667	-40.686588	0.000611	0.000603
0.169829	0.167450	-63.794497	-40.608416	0.000611	0.000603
0.169836	0.167458	-63.805276	-40.551326	0.000611	0.000603
0.169842	0.167464	-63.796499	-40.561921	0.000611	0.000603
0.169847	0.167470	-63.835465	-40.533205	0.000611	0.000603
0.169852	0.167475	-63.827234	-40.565529	0.000611	0.000603
0.169856	0.167479	-63.795162	-40.601295	0.000611	0.000603
0.169859	0.167482	-63.794829	-40.540792	0.000611	0.000603
0.169862	0.167485	-63.794829	-40.597744	0.000611	0.000603
