radius_inlet	radius_outlet	metal_angle_inlet	metal_angle_outlet	bld_thick_inlet	bld_thick_outlet	chord_axial	stagger
0.158625	0.158623	-0.933584	-0.738572	0.000568	0.000512	0.029231	-0.848129
0.160244	0.160242	-0.942253	-0.749242	0.000565	0.000510	0.028872	-0.858956
0.161862	0.161860	-0.951823	-0.760081	0.000563	0.000508	0.028509	-0.869823
0.163479	0.163477	-0.962977	-0.770315	0.000561	0.000507	0.028141	-0.880733
0.164736	0.164734	-0.971518	-0.778399	0.000560	0.000507	0.027850	-0.889266
0.165713	0.165711	-0.977923	-0.784931	0.000559	0.000506	0.027622	-0.895933
0.166472	0.166470	-0.981963	-0.789612	0.000559	0.000506	0.027444	-0.901132
0.167062	0.167060	-0.984614	-0.791496	0.000559	0.000506	0.027304	-0.905186
0.167521	0.167519	-0.987674	-0.794542	0.000559	0.000506	0.027195	-0.908349
0.167877	0.167876	-0.989765	-0.797350	0.000558	0.000506	0.027110	-0.910815
0.168155	0.168153	-0.991739	-0.798074	0.000558	0.000506	0.027043	-0.912738
0.168370	0.168369	-0.993539	-0.800652	0.000558	0.000506	0.026991	-0.914238
0.168538	0.168536	-0.995389	-0.801537	0.000558	0.000506	0.026951	-0.915406
0.168668	0.168666	-0.996314	-0.801844	0.000558	0.000506	0.026919	-0.916317
0.168769	0.168768	-0.997545	-0.802800	0.000558	0.000506	0.026895	-0.917027
0.168848	0.168847	-0.998116	-0.803064	0.000558	0.000506	0.026876	-0.917581
0.168909	0.168908	-0.998610	-0.803072	0.000558	0.000506	0.026861	-0.918012
0.168957	0.168955	-0.999057	-0.803792	0.000558	0.000506	0.026849	-0.918347
0.168994	0.168992	-0.999366	-0.803827	0.000558	0.000506	0.026840	-0.918609
0.169023	0.169021	-0.999815	-0.803372	0.000558	0.000506	0.026833	-0.918813
0.169045	0.169044	-1.000110	-0.803845	0.000558	0.000506	0.026828	-0.918972
0.169062	0.169061	-1.000421	-0.803612	0.000558	0.000506	0.026823	-0.919095
0.169076	0.169075	-1.000717	-0.804094	0.000558	0.000506	0.026820	-0.919192
0.169086	0.169085	-1.000421	-0.803630	0.000558	0.000506	0.026817	-0.919267
0.169095	0.169093	-1.000700	-0.803630	0.000558	0.000506	0.026815	-0.919325
0.169101	0.169100	-1.000622	-0.803879	0.000558	0.000506	0.026814	-0.919371
0.169106	0.169105	-1.000405	-0.803647	0.000558	0.000506	0.026813	-0.919407
0.169110	0.169108	-1.000544	-0.803879	0.000558	0.000506	0.026812	-0.919434
0.169113	0.169111	-1.000188	-0.803638	0.000558	0.000506	0.026811	-0.919456
0.169115	0.169114	-1.000327	-0.803871	0.000558	0.000506	0.026810	-0.919478
0.169119	0.169117	-1.000466	-0.803879	0.000558	0.000506	0.026809	-0.919505
0.169122	0.169121	-1.000466	-0.804112	0.000558	0.000506	0.026808	-0.919537
0.169127	0.169125	-1.000110	-0.803888	0.000558	0.000506	0.026807	-0.919574
0.169132	0.169130	-1.000466	-0.804362	0.000558	0.000506	0.026806	-0.919618
0.169138	0.169136	-1.000311	-0.804112	0.000558	0.000506	0.026804	-0.919670
0.169144	0.169143	-1.000528	-0.804362	0.000558	0.000506	0.026802	-0.919731
0.169152	0.169151	-1.000450	-0.804604	0.000558	0.000506	0.026800	-0.919804
0.169161	0.169160	-1.000589	-0.804845	0.000558	0.000506	0.026797	-0.919889
0.169172	0.169170	-1.000511	-0.804371	0.000558	0.000506	0.026794	-0.919990
0.169184	0.169183	-1.000650	-0.804139	0.000558	0.000506	0.026790	-0.920109
0.169198	0.169197	-1.000650	-0.805087	0.000558	0.000506	0.026786	-0.920251
0.169215	0.169213	-1.001145	-0.804855	0.000558	0.000506	0.026781	-0.920417
0.169234	0.169233	-1.001006	-0.805339	0.000558	0.000506	0.026775	-0.920615
0.169256	0.169255	-1.000928	-0.805823	0.000558	0.000506	0.026768	-0.920848
0.169282	0.169281	-1.001145	-0.805823	0.000558	0.000506	0.026759	-0.921124
