radius_inlet	radius_outlet	metal_angle_inlet	metal_angle_outlet	bld_thick_inlet	bld_thick_outlet	chord_axial	stagger
0.124186	0.124184	0.727826	-0.000516	0.000601	0.000762	0.034585	0.313464
0.124189	0.124187	0.727950	-0.001032	0.000601	0.000762	0.034585	0.313464
0.124198	0.124196	0.728060	-0.000774	0.000601	0.000762	0.034585	0.313465
0.124222	0.124220	0.727839	-0.000774	0.000601	0.000762	0.034585	0.313465
0.124290	0.124288	0.727743	-0.000258	0.000601	0.000762	0.034585	0.313466
0.124483	0.124481	0.727907	-0.000258	0.000601	0.000762	0.034585	0.313470
0.125029	0.125028	0.727478	-0.000259	0.000601	0.000762	0.034585	0.313481
0.125576	0.125574	0.727243	0.000000	0.000601	0.000762	0.034586	0.313492
0.126123	0.126121	0.727294	0.000260	0.000601	0.000762	0.034586	0.313503
0.126669	0.126668	0.726696	0.000522	0.000601	0.000762	0.034586	0.313513
0.127216	0.127214	0.726548	0.000784	0.000601	0.000762	0.034586	0.313522
0.127763	0.127761	0.725851	0.000523	0.000601	0.000762	0.034586	0.313530
0.128309	0.128308	0.725513	0.001045	0.000601	0.000762	0.034586	0.313538
0.128856	0.128854	0.725113	0.000782	0.000601	0.000762	0.034586	0.313545
0.129403	0.129401	0.724508	0.000519	0.000601	0.000762	0.034586	0.313553
0.129950	0.129948	0.724287	0.000000	0.000601	0.000762	0.034586	0.313561
0.130496	0.130495	0.724488	-0.000256	0.000601	0.000762	0.034586	0.313569
0.131043	0.131041	0.725130	-0.001268	0.000601	0.000762	0.034586	0.313579
0.131590	0.131588	0.725033	-0.001756	0.000601	0.000762	0.034586	0.313589
0.132137	0.132135	0.726221	-0.002478	0.000601	0.000762	0.034586	0.313597
0.132683	0.132682	0.726194	-0.003182	0.000601	0.000762	0.034586	0.313604
0.133230	0.133228	0.726127	-0.003878	0.000601	0.000762	0.034586	0.313610
0.133777	0.133775	0.726867	-0.004329	0.000601	0.000762	0.034586	0.313619
0.134324	0.134322	0.727900	-0.004544	0.000601	0.000762	0.034585	0.313629
0.134870	0.134869	0.729386	-0.005002	0.000601	0.000762	0.034585	0.313640
0.135417	0.135416	0.730635	-0.004519	0.000601	0.000762	0.034585	0.313650
0.135964	0.135962	0.731126	-0.004762	0.000601	0.000762	0.034585	0.313658
0.136511	0.136509	0.732395	-0.004298	0.000601	0.000762	0.034585	0.313666
0.137058	0.137056	0.734017	-0.004077	0.000601	0.000762	0.034585	0.313675
0.137605	0.137603	0.735549	-0.003616	0.000601	0.000762	0.034585	0.313686
0.138151	0.138150	0.735906	-0.003145	0.000601	0.000762	0.034585	0.313695
0.138698	0.138696	0.736690	-0.002912	0.000601	0.000762	0.034585	0.313701
0.139245	0.139243	0.736974	-0.002674	0.000601	0.000762	0.034585	0.313706
0.139792	0.139790	0.737304	-0.002676	0.000601	0.000762	0.034585	0.313710
0.140339	0.140337	0.737126	-0.002920	0.000601	0.000762	0.034586	0.313713
0.140886	0.140884	0.737236	-0.003158	0.000601	0.000762	0.034586	0.313716
0.141432	0.141431	0.736909	-0.004121	0.000601	0.000762	0.034586	0.313719
0.141979	0.141977	0.736381	-0.004350	0.000601	0.000762	0.034586	0.313720
0.142526	0.142524	0.736076	-0.004815	0.000601	0.000762	0.034586	0.313721
0.143073	0.143071	0.735822	-0.005035	0.000601	0.000762	0.034586	0.313724
0.143620	0.143618	0.735252	-0.005254	0.000601	0.000762	0.034586	0.313728
0.144167	0.144165	0.735533	-0.004993	0.000601	0.000762	0.034585	0.313734
0.144713	0.144712	0.734281	-0.005203	0.000601	0.000762	0.034585	0.313739
0.145260	0.145258	0.734433	-0.004473	0.000601	0.000762	0.034585	0.313745
0.145807	0.145805	0.733850	-0.003980	0.000601	0.000762	0.034585	0.313750
0.146354	0.146352	0.733298	-0.003954	0.000601	0.000762	0.034586	0.313756
0.146901	0.146899	0.732731	-0.003005	0.000601	0.000762	0.034586	0.313762
0.147447	0.147446	0.732228	-0.002756	0.000601	0.000762	0.034586	0.313767
0.147994	0.147993	0.731667	-0.002281	0.000601	0.000762	0.034586	0.313771
0.148541	0.148539	0.731142	-0.002267	0.000601	0.000762	0.034586	0.313775
0.149088	0.149086	0.731256	-0.002253	0.000601	0.000762	0.034586	0.313778
0.149635	0.149633	0.732138	-0.002240	0.000601	0.000762	0.034586	0.313782
0.150182	0.150180	0.732934	-0.002240	0.000601	0.000762	0.034586	0.313787
0.150728	0.150727	0.733206	-0.003177	0.000601	0.000762	0.034585	0.313792
0.151275	0.151274	0.734300	-0.003683	0.000601	0.000762	0.034585	0.313797
0.151822	0.151820	0.735660	-0.004207	0.000601	0.000762	0.034585	0.313803
0.152369	0.152367	0.736510	-0.004031	0.000601	0.000762	0.034585	0.313805
0.152916	0.152914	0.736102	-0.004330	0.000601	0.000763	0.034585	0.313805
